/home/utkarsh/opensim-rl/lib/python3.6/site-packages/torch/cuda/__init__.py:52: UserWarning: CUDA initialization: The NVIDIA driver on your system is too old (found version 10010). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver. (Triggered internally at  /pytorch/c10/cuda/CUDAFunctions.cpp:100.)
  return torch._C._cuda_getDeviceCount() > 0
WARNING - sacred_utils - No observers have been added to this run
INFO - sacred_utils - Running command 'main'
INFO - sacred_utils - Started
==============SETTINGS================
{'cuda': False,
 'curriculum_threshold': 0.85,
 'env_name': 'mocca_envs:Walker3DStepperEnv-v0',
 'episode_steps': 40000,
 'experiment_dir': 'runs/2021_02_15__17_49_32__experiment2/',
 'gae_lambda': 0.95,
 'gamma': 0.99,
 'load_saved_controller': False,
 'log_dir': 'runs/2021_02_15__17_49_32__experiment2/logs',
 'log_interval': 1,
 'lr': 0.0003,
 'lr_decay_type': 'exponential',
 'mini_batch_size': 1024,
 'num_ensembles': 1,
 'num_frames': 200000000.0,
 'num_mini_batch': 39,
 'num_processes': 112,
 'num_steps': 357,
 'num_tests': 4,
 'plot_prob': False,
 'ppo_params': {'clip_param': 0.2,
                'entropy_coef': 0.0,
                'eps': 1e-05,
                'lr': 0.0003,
                'max_grad_norm': 2.0,
                'num_mini_batch': 39,
                'ppo_epoch': 10,
                'use_clipped_value_loss': False,
                'value_loss_coef': 1.0},
 'replicate_num': 1,
 'robot_power_decay_type': 'exponential',
 'sampling_scale': 150,
 'save_dir': 'runs/2021_02_15__17_49_32__experiment2/models',
 'save_every': 10000000.0,
 'save_sampling_prob': False,
 'seed': 8,
 'use_adaptive_sampling': False,
 'use_curriculum': False,
 'use_gae': True,
 'use_mirror': False,
 'use_phase_mirror': False,
 'use_specialist': False,
 'use_threshold_sampling': False}
--------------------------------------
/home/utkarsh/opensim-rl/lib/python3.6/site-packages/gym/logger.py:30: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  warnings.warn(colorize('%s: %s'%('WARN', msg % args), 'yellow'))
Updates 1, num timesteps 39984, FPS 525, mean/median reward -445.3/-272.7, min/max reward -7402.5/-93.8, test_mean/median reward -324.6/-324.6, test_min/max reward -324.6/-324.6, entropy -1.72716, value loss 15941.61086, policy loss -0.00449
Updates 2, num timesteps 79968, FPS 517, mean/median reward -609.1/-251.6, min/max reward -8625.2/-129.5, test_mean/median reward -1002.6/-1002.6, test_min/max reward -1002.6/-1002.6, entropy -1.70994, value loss 13737.22796, policy loss 0.00009
Updates 3, num timesteps 119952, FPS 526, mean/median reward -562.7/-277.6, min/max reward -8800.3/-126.9, test_mean/median reward -466.4/-466.4, test_min/max reward -466.4/-466.4, entropy -1.71824, value loss 12176.06662, policy loss -0.00305
Updates 4, num timesteps 159936, FPS 543, mean/median reward -543.0/-262.5, min/max reward -8247.3/-134.9, test_mean/median reward -258.8/-258.8, test_min/max reward -258.8/-258.8, entropy -1.72412, value loss 15714.80481, policy loss -0.00294
Updates 5, num timesteps 199920, FPS 566, mean/median reward -411.8/-240.9, min/max reward -9730.7/-98.8, test_mean/median reward -212.9/-212.9, test_min/max reward -212.9/-212.9, entropy -1.73177, value loss 23885.90222, policy loss -0.00400
Updates 6, num timesteps 239904, FPS 587, mean/median reward -391.3/-261.7, min/max reward -8048.7/-132.9, test_mean/median reward -286.6/-286.6, test_min/max reward -286.6/-286.6, entropy -1.74725, value loss 19199.29976, policy loss -0.00185
Updates 7, num timesteps 279888, FPS 602, mean/median reward -541.6/-269.7, min/max reward -8312.2/-123.0, test_mean/median reward -330.2/-330.2, test_min/max reward -330.2/-330.2, entropy -1.76141, value loss 20946.12449, policy loss -0.00236
Updates 8, num timesteps 319872, FPS 613, mean/median reward -564.1/-251.8, min/max reward -9110.0/-137.6, test_mean/median reward -243.4/-243.4, test_min/max reward -243.4/-243.4, entropy -1.76155, value loss 16423.93893, policy loss 0.00037
Updates 9, num timesteps 359856, FPS 620, mean/median reward -329.0/-255.8, min/max reward -3281.9/-126.0, test_mean/median reward -297.1/-297.1, test_min/max reward -297.1/-297.1, entropy -1.76176, value loss 19882.99628, policy loss -0.00262
Updates 10, num timesteps 399840, FPS 626, mean/median reward -617.1/-264.0, min/max reward -11346.0/-142.3, test_mean/median reward -298.5/-298.5, test_min/max reward -298.5/-298.5, entropy -1.75952, value loss 20829.26613, policy loss -0.00539
Updates 11, num timesteps 439824, FPS 631, mean/median reward -421.5/-253.0, min/max reward -8554.3/-127.2, test_mean/median reward -386.2/-386.2, test_min/max reward -386.2/-386.2, entropy -1.76214, value loss 14709.85438, policy loss -0.00036
Updates 12, num timesteps 479808, FPS 634, mean/median reward -277.6/-246.5, min/max reward -1106.0/-97.3, test_mean/median reward -272.4/-272.4, test_min/max reward -272.4/-272.4, entropy -1.76894, value loss 9687.84904, policy loss -0.00414
Updates 13, num timesteps 519792, FPS 639, mean/median reward -385.9/-248.6, min/max reward -9985.8/-124.7, test_mean/median reward -325.9/-325.9, test_min/max reward -325.9/-325.9, entropy -1.76726, value loss 17352.42611, policy loss -0.00092
